# z (nm)   (kJ/mol)
  0.1100  277.53852
  0.1120  273.18801
  0.1140  270.17300
  0.1160  267.15318
  0.1180  264.35254
  0.1200  261.54350
  0.1220  258.72517
  0.1240  255.88560
  0.1260  253.04853
  0.1280  250.15970
  0.1300  247.24371
  0.1320  244.27914
  0.1340  241.24817
  0.1360  238.15119
  0.1380  234.96769
  0.1400  231.69283
  0.1420  228.31533
  0.1440  224.83588
  0.1460  221.24561
  0.1480  217.55140
  0.1500  213.76378
  0.1520  209.89956
  0.1540  205.97419
  0.1560  202.01663
  0.1580  198.04289
  0.1600  194.06707
  0.1620  190.10480
  0.1640  186.14380
  0.1660  182.20307
  0.1680  178.26300
  0.1700  174.32256
  0.1720  170.38027
  0.1740  166.44101
  0.1760  162.51035
  0.1780  158.60093
  0.1800  154.72500
  0.1820  150.90316
  0.1840  147.14648
  0.1860  143.47809
  0.1880  139.90214
  0.1900  136.42623
  0.1920  133.04597
  0.1940  129.76012
  0.1960  126.54630
  0.1980  123.39453
  0.2000  120.28499
  0.2020  117.20811
  0.2040  114.15194
  0.2060  111.11064
  0.2080  108.08865
  0.2100  105.08580
  0.2120  102.12345
  0.2140   99.20458
  0.2160   96.34091
  0.2180   93.54067
  0.2200   90.80238
  0.2220   88.13283
  0.2240   85.51906
  0.2260   82.95072
  0.2280   80.41089
  0.2300   77.88755
  0.2320   75.37155
  0.2340   72.86137
  0.2360   70.35438
  0.2380   67.85724
  0.2400   65.38442
  0.2420   62.95439
  0.2440   60.58338
  0.2460   58.28854
  0.2480   56.07900
  0.2500   53.95582
  0.2520   51.90750
  0.2540   49.91256
  0.2560   47.95331
  0.2580   46.01778
  0.2600   44.09705
  0.2620   42.16751
  0.2640   40.25048
  0.2660   38.35700
  0.2680   36.47530
  0.2700   34.62095
  0.2720   32.79311
  0.2740   30.99732
  0.2760   29.23960
  0.2780   27.53308
  0.2800   25.88596
  0.2820   24.30732
  0.2840   22.81132
  0.2860   21.39725
  0.2880   20.06654
  0.2900   18.79292
  0.2920   17.54854
  0.2940   16.33207
  0.2960   15.10920
  0.2980   13.87936
  0.3000   12.63945
  0.3020   11.39929
  0.3040   10.17027
  0.3060    8.97902
  0.3080    7.82984
  0.3100    6.74125
  0.3120    5.72620
  0.3140    4.77667
  0.3160    3.89875
  0.3180    3.08369
  0.3200    2.32550
  0.3220    1.60699
  0.3240    0.92053
  0.3260    0.25532
  0.3280   -0.39328
  0.3300   -1.03473
  0.3320   -1.65485
  0.3340   -2.26525
  0.3360   -2.85853
  0.3380   -3.42812
  0.3400   -3.98077
  0.3420   -4.50602
  0.3440   -4.99136
  0.3460   -5.44283
  0.3480   -5.85149
  0.3500   -6.22731
  0.3520   -6.56870
  0.3540   -6.87193
  0.3560   -7.14844
  0.3580   -7.40280
  0.3600   -7.63368
  0.3620   -7.86241
  0.3640   -8.08034
  0.3660   -8.29320
  0.3680   -8.50883
  0.3700   -8.71929
  0.3720   -8.91843
  0.3740   -9.10413
  0.3760   -9.27967
  0.3780   -9.43153
  0.3800   -9.56778
  0.3820   -9.68105
  0.3840   -9.77440
  0.3860   -9.84349
  0.3880   -9.89737
  0.3900   -9.93584
  0.3920   -9.95761
  0.3940   -9.97043
  0.3960   -9.97283
  0.3980   -9.97109
  0.4000   -9.96145
  0.4020   -9.93630
  0.4040   -9.91065
  0.4060   -9.87082
  0.4080   -9.82088
  0.4100   -9.75993
  0.4120   -9.67815
  0.4140   -9.58857
  0.4160   -9.49641
  0.4180   -9.40217
  0.4200   -9.30416
  0.4220   -9.19878
  0.4240   -9.09733
  0.4260   -8.99502
  0.4280   -8.89656
  0.4300   -8.80421
  0.4320   -8.69999
  0.4340   -8.60002
  0.4360   -8.49055
  0.4380   -8.38205
  0.4400   -8.25807
  0.4420   -8.13179
  0.4440   -8.00339
  0.4460   -7.86552
  0.4480   -7.72214
  0.4500   -7.57852
  0.4520   -7.43095
  0.4540   -7.28306
  0.4560   -7.13970
  0.4580   -6.99988
  0.4600   -6.86419
  0.4620   -6.72640
  0.4640   -6.59698
  0.4660   -6.46234
  0.4680   -6.32850
  0.4700   -6.19437
  0.4720   -6.05548
  0.4740   -5.91393
  0.4760   -5.77057
  0.4780   -5.61194
  0.4800   -5.45742
  0.4820   -5.29647
  0.4840   -5.13388
  0.4860   -4.96111
  0.4880   -4.78640
  0.4900   -4.60090
  0.4920   -4.41649
  0.4940   -4.22624
  0.4960   -4.03582
  0.4980   -3.84622
  0.5000   -3.66476
  0.5020   -3.48443
  0.5040   -3.30370
  0.5060   -3.12349
  0.5080   -2.94174
  0.5100   -2.76614
  0.5120   -2.58771
  0.5140   -2.40750
  0.5160   -2.22780
  0.5180   -2.04467
  0.5200   -1.85819
  0.5220   -1.67631
  0.5240   -1.49621
  0.5260   -1.31602
  0.5280   -1.14165
  0.5300   -0.96837
  0.5320   -0.80175
  0.5340   -0.63438
  0.5360   -0.48160
  0.5380   -0.32635
  0.5400   -0.16421
  0.5420    0.00077
  0.5440    0.17036
  0.5460    0.33815
  0.5480    0.50783
  0.5500    0.66931
