#Predicted Hamaker constants for TricalciumSilicate001
#Estimated self-vacuum-self Hamaker: 34.99968531783289#Nominal refractive index: 1.7778016446845082
#Name  kT        Joules        kJ/mol    
ALA    3.108     1.287E-20     7.770     
ARG    -5.010    -2.075E-20    -12.525   
LYS    3.503     1.451E-20     8.757     
HID    4.315     1.787E-20     10.788    
HIE    4.371     1.810E-20     10.927    
ASP    10.847    4.493E-20     27.117    
GLU    10.265    4.252E-20     25.662    
SER    10.968    4.543E-20     27.419    
THR    5.434     2.251E-20     13.586    
ASN    9.396     3.892E-20     23.491    
GLN    -0.544    -2.253E-21    -1.360    
CYS    18.506    7.665E-20     46.265    
GLY    13.929    5.769E-20     34.822    
PRO    3.945     1.634E-20     9.863     
VAL    2.049     8.489E-21     5.124     
ILE    -4.123    -1.708E-20    -10.307   
LEU    1.899     7.867E-21     4.748     
MET    1.776     7.358E-21     4.441     
PHE    0.466     1.930E-21     1.165     
TYR    -1.690    -6.999E-21    -4.225    
TRP    -2.672    -1.107E-20    -6.681    
HIP    1.501     6.216E-21     3.752     
ETA    31.525    1.306E-19     78.813    
PHO    -0.890    -3.685E-21    -2.224    
CHL    28.254    1.170E-19     70.634    
DGL    5.943     2.461E-20     14.857    
EST    5.486     2.272E-20     13.715    
CYM    10.531    4.362E-20     26.329    
GAN    3.616     1.498E-20     9.039     
MAN    11.009    4.560E-20     27.523    
FUC    8.882     3.679E-20     22.205    
BGL    14.268    5.910E-20     35.670    
NGL    2.572     1.065E-20     6.429     
NGA    5.697     2.360E-20     14.242    
NC4    28.249    1.170E-19     70.622    
MAS    5.481     2.270E-20     13.702    
PRA    3.616     1.498E-20     9.039     
DMP    -1.403    -5.812E-21    -3.508    
MMM    31.516    1.305E-19     78.791    
BTE    3.648     1.511E-20     9.120     
PAS    9.061     3.753E-20     22.652    
PGL    8.979     3.719E-20     22.447    
HMA    7.311     3.028E-20     18.279    
HMB    6.960     2.883E-20     17.400    
HMC    4.453     1.844E-20     11.132    
HMD    5.518     2.286E-20     13.796    
HFE    -5.370    -2.224E-20    -13.425   
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    3.604     1.493E-20     9.009     
HAF    3.604     1.493E-20     9.009     
HAS    6.565     2.719E-20     16.413    
X00    13.181    5.460E-20     32.953    
X01    -3.689    -1.528E-20    -9.223    
X02    12.139    5.028E-20     30.348    
X03    9.870     4.088E-20     24.674    
X04    12.904    5.345E-20     32.261    
X05    2.965     1.228E-20     7.413     
X06    0.689     2.855E-21     1.723     
X07    3.770     1.562E-20     9.425     
X08    5.611     2.324E-20     14.027    
